fighter_id,totalSigStrikes,totalSigStrikesAttempted,totalKnockdowns,totalTakedowns,totalTakedownsAttempted,totalControlSecs,totalTakedownPercentage,totalSigStrikePercentage,opponentSigStrikes,opponentControlTimeSecs,opponentTakedowns,opponentTotalTakedown,opponentTakedownPercentage,totalFights,totalFinishes,totalFightTimeSecs
2437,46,122.0,0,3,8.0,523.0,0.375,0.3770491803278688,139,199.0,3,3.0,1.0,3,1,2085
2438,93,253.0,0,0,0.0,21.0,0.0,0.0,202,106.0,2,4.0,0.5,2,0,1295
2439,182,283.0,2,8,15.0,819.0,0.5333333333333333,0.6431095406360424,86,431.0,3,11.0,0.2727272727272727,4,3,1898
2440,123,255.0,0,5,11.0,302.0,0.45454545454545453,0.4823529411764706,144,1022.0,15,31.0,0.4838709677419355,3,1,2352
2441,201,427.0,0,0,0.0,20.0,0.0,0.0,182,421.0,3,10.0,0.3,3,0,2700
2442,83,140.0,0,11,19.0,605.0,0.5789473684210527,0.5928571428571429,53,637.0,5,28.0,0.17857142857142858,2,0,1800
2443,106,168.0,0,7,12.0,576.0,0.5833333333333334,0.6309523809523809,55,72.0,1,2.0,0.5,4,1,1213
2444,169,272.0,0,2,6.0,198.0,0.3333333333333333,0.6213235294117647,179,333.0,0,0.0,0.0,2,1,1457
2445,98,285.0,0,1,10.0,52.0,0.1,0.34385964912280703,108,234.0,1,9.0,0.1111111111111111,2,0,1800
2446,131,366.0,0,1,9.0,175.0,0.1111111111111111,0.35792349726775957,141,63.0,0,0.0,0.0,2,0,1800
2447,75,168.0,1,3,10.0,1010.0,0.3,0.44642857142857145,222,147.0,1,1.0,1.0,4,2,2648
2448,111,258.0,1,3,7.0,117.0,0.42857142857142855,0.43023255813953487,119,17.0,1,1.0,1.0,4,4,1577
2449,183,402.0,1,1,8.0,191.0,0.125,0.4552238805970149,189,458.0,2,5.0,0.4,4,1,2093
2450,58,107.0,0,2,6.0,170.0,0.3333333333333333,0.5420560747663551,85,85.0,1,1.0,1.0,2,1,695
2451,148,389.0,0,0,0.0,24.0,0.0,0.0,209,6.0,0,0.0,0.0,2,0,1800
2452,130,293.0,1,0,0.0,53.0,0.0,0.0,150,317.0,4,5.0,0.8,2,0,1800
2453,55,153.0,0,1,3.0,124.0,0.3333333333333333,0.35947712418300654,60,253.0,0,0.0,0.0,1,0,900
2454,147,345.0,0,1,1.0,12.0,1.0,0.4260869565217391,148,228.0,3,11.0,0.2727272727272727,3,0,1992
2455,67,172.0,1,0,0.0,157.0,0.0,0.0,32,30.0,0,0.0,0.0,1,0,900
2456,133,264.0,0,0,0.0,225.0,0.0,0.0,119,69.0,1,1.0,1.0,4,4,1662
2457,70,179.0,0,1,1.0,109.0,1.0,0.39106145251396646,61,186.0,3,9.0,0.3333333333333333,2,0,1114
2458,103,294.0,1,1,6.0,162.0,0.16666666666666666,0.35034013605442177,119,247.0,3,6.0,0.5,2,0,1800
2459,145,296.0,0,1,6.0,223.0,0.16666666666666666,0.48986486486486486,222,222.0,1,3.0,0.3333333333333333,3,2,1397
2460,28,49.0,1,0,0.0,14.0,0.0,0.0,51,793.0,3,3.0,1.0,2,1,1096
2461,34,62.0,2,0,0.0,7.0,0.0,0.0,23,0.0,0,0.0,0.0,2,2,246
2462,124,291.0,0,5,8.0,167.0,0.625,0.4261168384879725,120,615.0,5,5.0,1.0,4,1,2289
2463,104,226.0,1,0,0.0,79.0,0.0,0.0,160,22.0,0,0.0,0.0,3,1,1768
2464,138,308.0,0,4,7.0,840.0,0.5714285714285714,0.44805194805194803,124,239.0,3,11.0,0.2727272727272727,3,1,2440
2465,66,140.0,0,1,2.0,730.0,0.5,0.4714285714285714,78,239.0,5,9.0,0.5555555555555556,2,1,1499
2466,3,17.0,1,0,0.0,34.0,0.0,0.0,68,686.0,5,5.0,1.0,1,0,900
2467,147,323.0,1,5,24.0,185.0,0.20833333333333334,0.4551083591331269,184,716.0,7,10.0,0.7,3,1,2681
2468,123,231.0,0,4,13.0,384.0,0.3076923076923077,0.5324675324675324,148,246.0,4,7.0,0.5714285714285714,2,0,1781
2469,52,128.0,0,0,0.0,26.0,0.0,0.0,78,501.0,7,13.0,0.5384615384615384,2,0,1176
2470,39,91.0,1,4,5.0,87.0,0.8,0.42857142857142855,38,164.0,3,7.0,0.42857142857142855,1,0,649
2471,88,188.0,0,2,5.0,414.0,0.4,0.46808510638297873,103,585.0,2,5.0,0.4,3,0,2700
2472,64,107.0,1,0,0.0,21.0,0.0,0.0,77,1127.0,6,12.0,0.5,3,1,1818
2473,169,341.0,0,1,3.0,52.0,0.3333333333333333,0.49560117302052786,119,345.0,4,9.0,0.4444444444444444,2,0,1800
2474,16,48.0,0,0,0.0,21.0,0.0,0.0,25,396.0,2,2.0,1.0,1,0,615
2475,111,195.0,1,0,0.0,218.0,0.0,0.0,23,583.0,5,14.0,0.35714285714285715,2,0,1315
2476,5,13.0,0,0,0.0,0.0,0.0,0.0,34,47.0,0,0.0,0.0,1,0,165
2477,63,233.0,0,1,1.0,23.0,1.0,0.2703862660944206,105,12.0,0,0.0,0.0,1,0,900
2478,30,159.0,0,4,7.0,363.0,0.5714285714285714,0.18867924528301888,64,103.0,2,4.0,0.5,2,0,1132
2479,139,310.0,0,7,16.0,247.0,0.4375,0.4483870967741935,207,863.0,5,6.0,0.8333333333333334,4,1,3057
2480,30,59.0,0,1,2.0,24.0,0.5,0.5084745762711864,36,180.0,5,9.0,0.5555555555555556,1,0,472
2481,81,180.0,1,1,3.0,48.0,0.3333333333333333,0.45,89,53.0,2,3.0,0.6666666666666666,2,0,800
2482,117,246.0,1,0,0.0,1.0,0.0,0.0,70,84.0,2,4.0,0.5,3,2,914
2483,140,269.0,0,3,4.0,282.0,0.75,0.5204460966542751,88,9.0,0,0.0,0.0,1,0,900
2484,64,114.0,0,0,0.0,43.0,0.0,0.0,38,731.0,7,10.0,0.7,3,2,1273
2485,87,233.0,0,2,18.0,448.0,0.1111111111111111,0.37339055793991416,128,326.0,4,7.0,0.5714285714285714,2,0,1800
2486,68,126.0,1,0,0.0,49.0,0.0,0.0,42,430.0,1,14.0,0.07142857142857142,1,0,900
2487,180,364.0,0,19,37.0,951.0,0.5135135135135135,0.4945054945054945,203,296.0,3,11.0,0.2727272727272727,3,1,2399
2488,119,220.0,2,8,15.0,1009.0,0.5333333333333333,0.5409090909090909,148,315.0,3,8.0,0.375,4,2,2489
2489,47,108.0,0,0,0.0,12.0,0.0,0.0,31,916.0,6,11.0,0.5454545454545454,3,0,1428
2490,26,74.0,0,0,0.0,15.0,0.0,0.0,106,765.0,4,13.0,0.3076923076923077,2,1,1307
2491,91,171.0,0,1,4.0,305.0,0.25,0.5321637426900585,84,625.0,3,8.0,0.375,3,1,1932
2492,106,252.0,0,0,0.0,13.0,0.0,0.0,119,301.0,3,3.0,1.0,3,2,1727
2493,195,514.0,0,3,3.0,165.0,1.0,0.37937743190661477,182,19.0,0,0.0,0.0,3,0,2073
2494,96,169.0,2,0,0.0,20.0,0.0,0.0,108,80.0,0,0.0,0.0,3,2,1309
2495,60,124.0,0,3,13.0,280.0,0.23076923076923078,0.4838709677419355,83,692.0,3,6.0,0.5,2,0,1800
2496,148,387.0,0,1,1.0,298.0,1.0,0.38242894056847543,106,445.0,5,25.0,0.2,2,0,1800
2497,90,150.0,0,4,10.0,392.0,0.4,0.6,32,9.0,0,0.0,0.0,2,1,1123
2498,35,95.0,0,3,9.0,216.0,0.3333333333333333,0.3684210526315789,78,264.0,2,3.0,0.6666666666666666,2,0,1123
2499,51,100.0,0,0,0.0,9.0,0.0,0.0,32,9.0,1,2.0,0.5,1,0,900
2500,120,222.0,1,0,0.0,116.0,0.0,0.0,147,70.0,0,0.0,0.0,2,0,1402
2501,133,279.0,0,2,8.0,160.0,0.25,0.4767025089605735,186,66.0,2,4.0,0.5,2,1,1000
2502,152,270.0,0,3,3.0,467.0,1.0,0.562962962962963,164,363.0,1,6.0,0.16666666666666666,2,0,1800
2503,18,39.0,0,0,0.0,295.0,0.0,0.0,85,62.0,1,1.0,1.0,2,0,830
2504,61,227.0,0,1,5.0,251.0,0.2,0.2687224669603524,92,241.0,3,7.0,0.42857142857142855,2,1,1575
2505,59,109.0,0,10,19.0,1158.0,0.5263157894736842,0.5412844036697247,48,130.0,3,6.0,0.5,2,0,1800
2506,68,103.0,0,2,5.0,379.0,0.4,0.6601941747572816,84,108.0,2,9.0,0.2222222222222222,1,0,900
2507,171,313.0,1,2,9.0,134.0,0.2222222222222222,0.5463258785942492,132,386.0,3,7.0,0.42857142857142855,2,1,1588
2508,49,116.0,0,7,29.0,608.0,0.2413793103448276,0.4224137931034483,75,319.0,1,2.0,0.5,2,0,1800
2509,54,114.0,0,3,3.0,417.0,1.0,0.47368421052631576,41,625.0,6,12.0,0.5,2,1,1467
2510,149,330.0,0,2,4.0,395.0,0.5,0.45151515151515154,149,10.0,0,0.0,0.0,2,0,1800
2511,49,126.0,2,4,5.0,609.0,0.8,0.3888888888888889,46,257.0,2,6.0,0.3333333333333333,2,0,1422
2512,89,145.0,0,2,4.0,450.0,0.5,0.6137931034482759,52,76.0,0,0.0,0.0,2,0,1453
2513,80,226.0,0,3,13.0,252.0,0.23076923076923078,0.35398230088495575,146,38.0,0,0.0,0.0,2,0,1588
2514,148,328.0,1,3,8.0,331.0,0.375,0.45121951219512196,123,113.0,2,12.0,0.16666666666666666,2,0,1800
2515,3,5.0,0,0,0.0,16.0,0.0,0.0,8,124.0,1,1.0,1.0,1,0,159
2516,1,2.0,0,0,0.0,98.0,0.0,0.0,42,285.0,1,3.0,0.3333333333333333,1,1,409
2517,42,52.0,0,1,3.0,285.0,0.3333333333333333,0.8076923076923077,1,98.0,0,0.0,0.0,1,0,409
2518,70,161.0,0,0,0.0,95.0,0.0,0.0,70,157.0,3,5.0,0.6,2,1,1290
2519,62,134.0,1,0,0.0,217.0,0.0,0.0,44,429.0,2,2.0,1.0,2,0,1290
2520,32,74.0,0,1,2.0,72.0,0.5,0.43243243243243246,75,357.0,5,9.0,0.5555555555555556,1,0,900
2521,131,270.0,2,2,2.0,33.0,1.0,0.48518518518518516,78,0.0,0,0.0,0.0,3,1,1491
2522,36,96.0,0,6,12.0,469.0,0.5,0.375,73,444.0,5,13.0,0.38461538461538464,2,1,1274
2523,14,20.0,0,4,6.0,190.0,0.6666666666666666,0.7,6,111.0,0,0.0,0.0,1,0,374
2524,39,70.0,0,1,2.0,319.0,0.5,0.5571428571428572,45,119.0,3,12.0,0.25,1,0,900
2525,70,173.0,0,0,0.0,78.0,0.0,0.0,78,28.0,1,2.0,0.5,2,1,1070
2526,53,120.0,0,1,8.0,46.0,0.125,0.44166666666666665,71,2.0,0,0.0,0.0,1,0,435
2527,54,142.0,0,4,25.0,263.0,0.16,0.38028169014084506,140,91.0,2,4.0,0.5,1,0,900
2528,17,41.0,0,0,0.0,0.0,0.0,0.0,34,278.0,2,3.0,0.6666666666666666,1,0,432
2529,60,167.0,0,1,2.0,113.0,0.5,0.3592814371257485,96,0.0,0,0.0,0.0,1,0,900
2530,10,23.0,0,0,0.0,0.0,0.0,0.0,44,0.0,0,0.0,0.0,2,0,183
2531,147,344.0,0,1,4.0,33.0,0.25,0.4273255813953488,188,197.0,2,20.0,0.1,2,1,1156
2532,41,68.0,0,0,0.0,173.0,0.0,0.0,50,414.0,7,15.0,0.4666666666666667,2,2,915
2533,17,46.0,0,4,6.0,373.0,0.6666666666666666,0.3695652173913043,53,269.0,2,2.0,1.0,1,0,900
2534,58,107.0,1,1,3.0,122.0,0.3333333333333333,0.5420560747663551,31,184.0,1,9.0,0.1111111111111111,2,2,668
2535,3,8.0,0,0,0.0,0.0,0.0,0.0,11,20.0,0,0.0,0.0,1,0,75
2536,12,32.0,0,0,0.0,64.0,0.0,0.0,38,166.0,2,3.0,0.6666666666666666,1,0,380
2537,74,157.0,1,0,0.0,74.0,0.0,0.0,121,263.0,1,3.0,0.3333333333333333,1,0,900
2538,140,366.0,0,1,3.0,26.0,0.3333333333333333,0.3825136612021858,152,5.0,0,0.0,0.0,2,0,1045
2539,27,107.0,0,6,11.0,491.0,0.5454545454545454,0.2523364485981308,58,286.0,2,5.0,0.4,2,0,1800
2540,42,88.0,0,2,5.0,286.0,0.4,0.4772727272727273,9,17.0,1,1.0,1.0,1,0,900
2541,2,25.0,0,0,0.0,0.0,0.0,0.0,12,0.0,0,0.0,0.0,1,1,156
2542,12,19.0,1,0,0.0,0.0,0.0,0.0,2,0.0,0,0.0,0.0,1,0,156
2543,30,111.0,1,1,2.0,53.0,0.5,0.2702702702702703,48,65.0,0,0.0,0.0,1,1,646
2544,48,102.0,0,0,0.0,65.0,0.0,0.0,30,53.0,1,2.0,0.5,1,0,646
2545,44,107.0,0,4,14.0,285.0,0.2857142857142857,0.411214953271028,26,15.0,0,0.0,0.0,1,0,900
2546,109,225.0,0,4,6.0,393.0,0.6666666666666666,0.48444444444444446,101,92.0,0,0.0,0.0,2,0,1800
2547,50,161.0,0,0,0.0,36.0,0.0,0.0,51,0.0,0,0.0,0.0,1,0,900
2548,17,29.0,0,0,0.0,24.0,0.0,0.0,32,166.0,3,7.0,0.42857142857142855,1,0,425
2549,78,156.0,0,0,0.0,54.0,0.0,0.0,32,216.0,3,9.0,0.3333333333333333,1,0,900
2550,23,50.0,0,3,19.0,341.0,0.15789473684210525,0.46,44,200.0,2,4.0,0.5,1,0,900
2551,29,55.0,1,0,0.0,26.0,0.0,0.0,6,0.0,0,0.0,0.0,1,1,184
2552,7,14.0,0,0,0.0,0.0,0.0,0.0,12,11.0,0,0.0,0.0,1,1,73
2553,67,168.0,0,3,14.0,214.0,0.21428571428571427,0.39880952380952384,95,93.0,0,0.0,0.0,1,0,900
2554,31,67.0,0,0,0.0,14.0,0.0,0.0,33,559.0,5,14.0,0.35714285714285715,1,0,900
2555,13,24.0,0,0,0.0,0.0,0.0,0.0,21,134.0,1,2.0,0.5,1,1,184
2556,20,28.0,0,1,1.0,220.0,1.0,0.7142857142857143,47,84.0,0,0.0,0.0,1,0,513
2557,46,67.0,0,3,8.0,258.0,0.375,0.6865671641791045,34,133.0,0,0.0,0.0,1,1,562
2558,0,0.0,0,0,0.0,0.0,0.0,0.0,8,11.0,0,0.0,0.0,1,1,35
2559,38,131.0,0,0,0.0,0.0,0.0,0.0,41,302.0,1,2.0,0.5,1,0,900
2560,41,80.0,0,1,2.0,302.0,0.5,0.5125,38,0.0,0,0.0,0.0,1,0,900
2561,59,211.0,0,1,4.0,6.0,0.25,0.2796208530805687,125,18.0,0,0.0,0.0,1,0,900
2562,85,193.0,1,0,0.0,9.0,0.0,0.0,67,0.0,0,0.0,0.0,1,0,900
2563,6,7.0,1,0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,0.0,1,1,19
2564,6,23.0,0,2,3.0,47.0,0.6666666666666666,0.2608695652173913,21,8.0,0,0.0,0.0,1,1,178
2565,40,87.0,0,2,4.0,187.0,0.5,0.45977011494252873,40,173.0,3,4.0,0.75,1,0,900
2566,86,172.0,0,1,9.0,331.0,0.1111111111111111,0.5,87,43.0,0,0.0,0.0,1,0,900
2567,28,47.0,0,1,9.0,181.0,0.1111111111111111,0.5957446808510638,29,35.0,1,3.0,0.3333333333333333,1,0,504
2568,5,19.0,0,0,0.0,0.0,0.0,0.0,39,441.0,2,4.0,0.5,1,1,553
2569,5,13.0,0,0,0.0,0.0,0.0,0.0,20,36.0,0,0.0,0.0,1,0,333
2570,32,64.0,1,0,0.0,53.0,0.0,0.0,13,18.0,0,0.0,0.0,1,1,339
2571,135,265.0,0,0,0.0,0.0,0.0,0.0,131,26.0,1,3.0,0.3333333333333333,1,0,900
2572,28,58.0,1,0,0.0,14.0,0.0,0.0,17,49.0,2,2.0,1.0,1,0,388
2573,16,44.0,0,0,0.0,0.0,0.0,0.0,14,5.0,0,0.0,0.0,1,1,189
2574,13,32.0,0,0,0.0,10.0,0.0,0.0,16,14.0,0,0.0,0.0,1,0,196
2575,17,44.0,1,0,0.0,2.0,0.0,0.0,14,0.0,0,0.0,0.0,1,0,100
2576,9,21.0,0,0,0.0,0.0,0.0,0.0,11,204.0,1,1.0,1.0,1,1,272
2577,18,56.0,0,0,0.0,109.0,0.0,0.0,73,336.0,0,0.0,0.0,1,0,900
